application_id,candidate_id,department,job_title,job_level,source_channel,region,education_level,gender,recruiter,application_date,years_experience,passed_screening,assessment_score,interview_rounds,offer_extended,offer_accepted,hired,final_stage,rejection_reason,time_to_hire_days,cost_per_applicant
APP-100127,CAND-986890,People & Culture,Recruiter,Mid,Job Board,APAC,Master's,Female,C. Adjei,2024-03-19,1.2,True,71.6,3,False,False,False,Interview,Rejected at Interview,,2577.36
APP-100768,CAND-1110457,Sales,Sales Development Rep,Lead,Company Website,North America,High School,Male,B. Owusu,2025-10-11,8.8,True,70.6,1,True,False,False,Offer,Offer Declined,,581.77
APP-100084,CAND-315704,Engineering,Senior Software Engineer,Mid,Job Board,APAC,Unknown,Male,A. Mensah,2025-02-09,4.0,True,50.1,0,False,False,False,Screened,Failed Assessment,,4574.53
APP-100544,CAND-715363,Sales,Sales Manager,Lead,Job Board,EMEA,Bachelor's,Female,B. Owusu,2025-05-15,10.3,False,,0,False,False,False,Applied,Rejected at Screening,,2368.4
APP-100820,CAND-486993,Marketing,Marketing Specialist,Mid,Recruitment Agency,North America,Master's,Male,E. Sarpong,2024-10-14,9.8,True,46.8,0,False,False,False,Screened,Failed Assessment,,7507.77
APP-101784,CAND-349680,Engineering,Engineering Manager,Mid,LinkedIn,EMEA,Diploma,Female,D. Boateng,2024-09-23,3.5,False,,0,False,False,False,Applied,Rejected at Screening,,4005.51
APP-101399,CAND-1053028,Marketing,Content Strategist,Mid,Recruitment Agency,EMEA,Bachelor's,Male,C. Adjei,2025-06-11,4.8,False,,0,False,False,False,Applied,Rejected at Screening,,5583.96
APP-101326,CAND-956544,Customer Success,Support Specialist,Mid,University/Campus,North America,Master's,Male,D. Boateng,2025-10-29,5.4,True,68.7,0,False,False,False,Assessment,Rejected at Assessment,,946.11
APP-101240,CAND-368712,Engineering,Senior Software Engineer,Senior,LinkedIn,EMEA,Unknown,Male,E. Sarpong,2025-01-30,7.8,False,,0,False,False,False,Applied,Rejected at Screening,,5772.8
APP-101149,CAND-1005360,Finance,Accountant,Junior,Employee Referral,LATAM,Diploma,Male,A. Mensah,2025-02-14,0.1,False,,0,False,False,False,Applied,Rejected at Screening,,1421.54
APP-100703,CAND-220538,Sales,Sales Manager,Senior,Employee Referral,EMEA,Diploma,Female,A. Mensah,2024-02-16,6.0,True,59.1,0,False,False,False,Screened,Failed Assessment,,729.42
APP-101127,CAND-630957,Engineering,Software Engineer,Senior,LinkedIn,North America,Diploma,Female,A. Mensah,2024-05-15,14.1,True,61.4,3,True,True,True,Hired,,46.0,2736.5
APP-101620,CAND-634049,Engineering,Senior Software Engineer,Senior,Employee Referral,North America,High School,Male,F. Antwi,2025-02-06,9.3,True,85.0,0,False,False,False,Assessment,Rejected at Assessment,,549.74
APP-101653,CAND-775528,People & Culture,HR Business Partner,Junior,Job Board,North America,Master's,Male,D. Boateng,2024-05-27,1.2,True,58.8,0,False,False,False,Screened,Failed Assessment,,1948.94
APP-100368,CAND-307099,Engineering,Senior Software Engineer,Mid,Job Board,North America,Bachelor's,Male,F. Antwi,2025-01-25,4.0,True,57.6,0,False,False,False,Screened,Failed Assessment,,2578.64
APP-100450,CAND-254882,Engineering,Software Engineer,Mid,Employee Referral,North America,Master's,Male,A. Mensah,2024-03-14,0.5,True,88.3,1,True,False,False,Offer,Offer Declined,,532.08
APP-100277,CAND-763541,Finance,FP&A Manager,Lead,Company Website,EMEA,Bachelor's,Male,A. Mensah,2024-10-16,14.9,False,,0,False,False,False,Applied,Rejected at Screening,,302.18
APP-100997,CAND-346647,Marketing,Content Strategist,Mid,LinkedIn,North America,Unknown,Male,F. Antwi,2025-07-09,3.3,True,56.2,0,False,False,False,Screened,Failed Assessment,,2440.01
APP-101735,CAND-460565,Sales,Sales Development Rep,Senior,Recruitment Agency,EMEA,Bachelor's,Female,F. Antwi,2024-03-20,8.5,True,58.3,0,False,False,False,Screened,Failed Assessment,,10249.92
APP-100967,CAND-702331,Sales,Solutions Consultant,Mid,Employee Referral,North America,Master's,Female,F. Antwi,2024-01-24,5.2,False,,0,False,False,False,Applied,Rejected at Screening,,385.34
APP-100582,CAND-772112,Sales,Sales Manager,Lead,Employee Referral,North America,Master's,Male,E. Sarpong,2025-10-18,11.5,False,,0,False,False,False,Applied,Rejected at Screening,,533.03
APP-100571,CAND-252214,Sales,Account Executive,Mid,LinkedIn,LATAM,Bachelor's,Female,C. Adjei,2025-03-01,4.5,True,81.6,2,True,True,True,Hired,,39.0,3327.1
APP-100676,CAND-469610,Customer Success,Onboarding Specialist,Mid,Job Board,EMEA,Bachelor's,Female,F. Antwi,2024-12-14,4.9,True,47.2,0,False,False,False,Screened,Failed Assessment,,2403.23
APP-101379,CAND-1179563,Marketing,Content Strategist,Junior,Job Board,North America,Master's,Male,F. Antwi,2025-10-31,0.0,True,60.8,3,True,True,True,Hired,,46.0,1592.39
APP-100960,CAND-652997,Sales,Solutions Consultant,Senior,Company Website,North America,Bachelor's,Male,B. Owusu,2024-11-19,7.7,True,66.5,3,False,False,False,Interview,Rejected at Interview,,770.84
APP-100871,CAND-1133237,Customer Success,Onboarding Specialist,Mid,LinkedIn,APAC,PhD,Male,D. Boateng,2025-08-15,7.4,False,,0,False,False,False,Applied,Rejected at Screening,,2516.91
APP-101721,CAND-871960,Sales,Sales Manager,Junior,Employee Referral,APAC,Diploma,Male,F. Antwi,2024-09-30,0.6,True,41.3,0,False,False,False,Screened,Failed Assessment,,1079.36
APP-100832,CAND-547263,People & Culture,Recruiter,Mid,LinkedIn,North America,Diploma,Male,D. Boateng,2025-04-03,3.5,True,62.6,0,False,False,False,Assessment,Rejected at Assessment,,1902.51
APP-100714,CAND-700189,Engineering,QA Engineer,Mid,LinkedIn,EMEA,Bachelor's,Female,B. Owusu,2024-05-27,3.6,False,,0,False,False,False,Applied,Rejected at Screening,,3818.79
APP-100132,CAND-676133,Engineering,DevOps Engineer,Lead,Job Board,EMEA,Master's,Male,A. Mensah,2024-03-09,11.0,True,57.3,0,False,False,False,Screened,Failed Assessment,,2522.56
APP-101254,CAND-884222,Engineering,Engineering Manager,Junior,Employee Referral,EMEA,Bachelor's,Female,F. Antwi,2024-11-07,0.0,True,65.2,1,True,True,True,Hired,,24.0,1386.59
APP-100091,CAND-1072858,Data & Analytics,Analytics Engineer,Mid,Company Website,North America,Master's,Undisclosed,A. Mensah,2025-10-02,1.4,False,,0,False,False,False,Applied,Rejected at Screening,,589.08
APP-101718,CAND-272518,Marketing,Content Strategist,Junior,Employee Referral,North America,Diploma,Female,E. Sarpong,2025-01-26,0.0,False,,0,False,False,False,Applied,Rejected at Screening,,760.89
APP-101466,CAND-961911,Finance,Financial Analyst,Senior,University/Campus,EMEA,Unknown,Female,B. Owusu,2024-06-29,6.8,False,,0,False,False,False,Applied,Rejected at Screening,,1198.36
APP-100593,CAND-955936,Marketing,Content Strategist,Senior,Recruitment Agency,EMEA,Bachelor's,Male,B. Owusu,2025-02-25,10.8,True,54.9,0,False,False,False,Screened,Failed Assessment,,6227.18
APP-101688,CAND-628688,People & Culture,Recruiter,Mid,Job Board,Unknown,Diploma,Undisclosed,E. Sarpong,2024-10-18,7.4,True,46.5,0,False,False,False,Screened,Failed Assessment,,1322.43
APP-100809,CAND-889194,Data & Analytics,Data Scientist,Mid,University/Campus,North America,Diploma,Undisclosed,D. Boateng,2024-07-24,5.7,True,54.6,0,False,False,False,Screened,Failed Assessment,,2949.86
APP-100627,CAND-939234,Customer Success,Onboarding Specialist,Junior,Job Board,North America,Bachelor's,Non-binary,E. Sarpong,2024-01-13,6.4,False,,0,False,False,False,Applied,Rejected at Screening,,2398.76
APP-100428,CAND-719375,Engineering,Engineering Manager,Senior,Recruitment Agency,APAC,Master's,Male,E. Sarpong,2025-07-03,7.3,True,60.6,2,False,False,False,Interview,Rejected at Interview,,9862.03
APP-100954,CAND-563839,Finance,FP&A Manager,Mid,Company Website,LATAM,Diploma,Female,B. Owusu,2025-04-28,8.3,True,82.0,3,False,False,False,Interview,Rejected at Interview,,604.01
APP-101275,CAND-365570,Engineering,DevOps Engineer,Junior,Job Board,EMEA,High School,Male,C. Adjei,2024-10-20,1.8,True,29.4,0,False,False,False,Screened,Failed Assessment,,3629.4
APP-101729,CAND-586073,Marketing,Marketing Manager,Mid,Employee Referral,Unknown,Bachelor's,Male,E. Sarpong,2025-01-20,6.1,False,,0,False,False,False,Applied,Rejected at Screening,,803.47
APP-100720,CAND-716771,Customer Success,Customer Success Manager,Junior,Job Board,EMEA,Master's,Female,A. Mensah,2025-05-21,0.6,False,,0,False,False,False,Applied,Rejected at Screening,,1611.53
APP-100344,CAND-1070094,Engineering,Engineering Manager,Senior,Job Board,North America,Diploma,Female,C. Adjei,2025-06-14,8.8,False,,0,False,False,False,Applied,Rejected at Screening,,2418.26
APP-101538,CAND-706987,People & Culture,HR Business Partner,Mid,Company Website,LATAM,Master's,Male,B. Owusu,2024-11-22,4.4,True,76.3,3,True,True,True,Hired,,44.0,218.67
APP-101571,CAND-548423,Engineering,Senior Software Engineer,Junior,Company Website,North America,Master's,Female,B. Owusu,2025-09-22,2.9,False,,0,False,False,False,Applied,Rejected at Screening,,451.95
APP-101096,CAND-839044,People & Culture,Recruiter,Junior,Recruitment Agency,North America,Bachelor's,Female,F. Antwi,2024-12-19,0.0,True,48.3,0,False,False,False,Screened,Failed Assessment,,6735.46
APP-101174,CAND-1028505,Data & Analytics,Analytics Engineer,Mid,Job Board,North America,Bachelor's,Male,A. Mensah,2024-04-06,3.0,True,46.9,0,False,False,False,Screened,Failed Assessment,,2758.4
APP-100425,CAND-395244,People & Culture,People Ops Specialist,Mid,Employee Referral,North America,Master's,Undisclosed,A. Mensah,2025-10-10,3.6,False,,0,False,False,False,Applied,Rejected at Screening,,847.58
APP-101236,CAND-604314,Finance,FP&A Manager,Senior,Job Board,EMEA,Master's,Male,E. Sarpong,2024-02-20,5.3,False,,0,False,False,False,Applied,Rejected at Screening,,2503.25
APP-100051,CAND-1163143,Data & Analytics,Data Scientist,Mid,Employee Referral,EMEA,PhD,Male,B. Owusu,2025-05-07,4.9,True,67.9,2,True,True,True,Hired,,46.0,932.38
APP-100180,CAND-389491,Marketing,Content Strategist,Mid,Employee Referral,EMEA,PhD,Female,E. Sarpong,2024-09-22,7.8,True,79.3,0,False,False,False,Assessment,Rejected at Assessment,,1015.32
APP-101643,CAND-422376,Engineering,Software Engineer,Mid,University/Campus,EMEA,Master's,Male,A. Mensah,2025-08-28,1.8,True,66.8,2,True,True,True,Hired,,40.0,2194.4
APP-101210,CAND-1140185,Marketing,Content Strategist,Senior,Employee Referral,North America,Diploma,Female,D. Boateng,2024-07-21,4.8,True,92.5,3,True,True,True,Hired,,53.0,1367.13
APP-100556,CAND-833879,People & Culture,HR Business Partner,Junior,LinkedIn,North America,Master's,Female,B. Owusu,2025-03-18,0.5,False,,0,False,False,False,Applied,Rejected at Screening,,3021.36
APP-101103,CAND-411496,Finance,Accountant,Senior,Employee Referral,EMEA,Diploma,Male,A. Mensah,2024-02-04,9.1,True,67.5,0,False,False,False,Assessment,Rejected at Assessment,,882.4
APP-100827,CAND-1050249,Sales,Account Executive,Mid,Employee Referral,EMEA,Bachelor's,Male,A. Mensah,2025-02-13,3.8,True,86.5,0,False,False,False,Assessment,Rejected at Assessment,,1607.74
APP-101464,CAND-717790,Sales,Sales Development Rep,Lead,Job Board,North America,Unknown,Female,D. Boateng,2024-07-10,12.1,False,,0,False,False,False,Applied,Rejected at Screening,,2455.69
APP-100106,CAND-1189174,Engineering,Engineering Manager,Lead,Recruitment Agency,North America,Diploma,Male,F. Antwi,2024-04-14,11.2,True,59.4,0,False,False,False,Screened,Failed Assessment,,7921.24
APP-100716,CAND-384105,Finance,Financial Analyst,Junior,Job Board,LATAM,Unknown,Female,B. Owusu,2025-02-09,0.0,True,81.1,0,False,False,False,Assessment,Rejected at Assessment,,2226.81
APP-100518,CAND-629370,Sales,Sales Development Rep,Mid,LinkedIn,LATAM,Unknown,Female,B. Owusu,2025-10-23,4.5,False,,0,False,False,False,Applied,Rejected at Screening,,2418.43
APP-100983,CAND-795952,Data & Analytics,Analytics Engineer,Senior,Job Board,North America,Unknown,Female,D. Boateng,2024-04-11,8.1,False,,0,False,False,False,Applied,Rejected at Screening,,2992.55
APP-100094,CAND-395486,People & Culture,HR Business Partner,Mid,University/Campus,North America,Bachelor's,Male,C. Adjei,2024-11-06,2.5,True,53.2,0,False,False,False,Screened,Failed Assessment,,1265.8
APP-100879,CAND-1084947,Engineering,Engineering Manager,Lead,Job Board,APAC,Bachelor's,Undisclosed,D. Boateng,2024-10-22,5.7,False,,0,False,False,False,Applied,Rejected at Screening,,3179.08
APP-101047,CAND-1012618,Marketing,Content Strategist,Mid,LinkedIn,EMEA,Bachelor's,Male,F. Antwi,2024-11-04,4.9,False,,0,False,False,False,Applied,Rejected at Screening,,2029.36
APP-101770,CAND-1134265,People & Culture,People Ops Specialist,Junior,Recruitment Agency,North America,Bachelor's,Male,A. Mensah,2024-10-09,2.5,False,,0,False,False,False,Applied,Rejected at Screening,,4876.82
APP-101545,CAND-857978,Customer Success,Customer Success Manager,Senior,LinkedIn,North America,Master's,Female,C. Adjei,2025-01-30,7.8,True,67.0,1,False,False,False,Interview,Rejected at Interview,,2045.52
APP-100375,CAND-598473,Engineering,QA Engineer,Mid,Employee Referral,LATAM,Bachelor's,Male,A. Mensah,2024-01-28,5.3,True,83.7,2,True,False,False,Offer,Offer Declined,,1939.09
APP-101085,CAND-381352,People & Culture,Recruiter,Junior,Job Board,Unknown,Master's,Male,F. Antwi,2024-06-10,4.9,False,,0,False,False,False,Applied,Rejected at Screening,,2287.14
APP-100026,CAND-435708,Marketing,Content Strategist,Junior,Job Board,North America,Bachelor's,Male,C. Adjei,2024-11-08,2.2,False,,0,False,False,False,Applied,Rejected at Screening,,3178.21
APP-101647,CAND-1016483,Customer Success,Customer Success Manager,Junior,Recruitment Agency,EMEA,Bachelor's,Male,C. Adjei,2024-01-13,2.9,True,33.7,0,False,False,False,Screened,Failed Assessment,,4919.52
APP-100861,CAND-1067829,Sales,Sales Manager,Mid,Company Website,APAC,High School,Female,C. Adjei,2024-07-17,6.8,True,65.8,1,False,False,False,Interview,Rejected at Interview,,599.99
APP-101006,CAND-1175313,Data & Analytics,Data Analyst,Mid,LinkedIn,APAC,Bachelor's,Male,B. Owusu,2025-04-11,3.7,False,,0,False,False,False,Applied,Rejected at Screening,,3642.92
APP-101246,CAND-507229,Sales,Sales Development Rep,Mid,Employee Referral,EMEA,Master's,Male,B. Owusu,2024-11-07,6.4,True,69.6,3,False,False,False,Interview,Rejected at Interview,,1222.09
APP-101143,CAND-310486,Sales,Sales Manager,Senior,Company Website,EMEA,Bachelor's,Male,D. Boateng,2024-10-12,10.2,True,52.0,0,False,False,False,Screened,Failed Assessment,,437.69
APP-101730,CAND-1153887,Sales,Account Executive,Mid,LinkedIn,EMEA,Bachelor's,Male,A. Mensah,2024-04-14,3.9,True,57.3,0,False,False,False,Screened,Failed Assessment,,1445.36
APP-101517,CAND-571143,Data & Analytics,Data Scientist,Mid,LinkedIn,North America,Bachelor's,Male,E. Sarpong,2024-10-24,4.4,True,81.0,1,False,False,False,Interview,Rejected at Interview,,3524.87
APP-100345,CAND-540344,Customer Success,Onboarding Specialist,Mid,Employee Referral,EMEA,Bachelor's,Male,F. Antwi,2025-09-20,5.9,True,61.3,0,False,False,False,Assessment,Rejected at Assessment,,788.34
APP-101696,CAND-291850,Marketing,Marketing Specialist,Senior,Employee Referral,North America,Bachelor's,Female,F. Antwi,2025-10-30,8.9,True,61.0,2,False,False,False,Interview,Rejected at Interview,,592.76
APP-101591,CAND-732711,Engineering,QA Engineer,Junior,Employee Referral,LATAM,Bachelor's,Female,A. Mensah,2025-01-21,0.0,False,,0,False,False,False,Applied,Rejected at Screening,,1479.38
APP-100232,CAND-470610,Engineering,QA Engineer,Mid,LinkedIn,LATAM,Bachelor's,Female,C. Adjei,2025-04-21,4.3,True,60.7,3,True,True,True,Hired,,54.0,5480.14
APP-101695,CAND-296907,Sales,Solutions Consultant,Junior,Recruitment Agency,EMEA,Bachelor's,Female,D. Boateng,2025-03-18,2.8,False,,0,False,False,False,Applied,Rejected at Screening,,6177.65
APP-100465,CAND-404421,Data & Analytics,Data Scientist,Senior,Job Board,EMEA,Bachelor's,Undisclosed,A. Mensah,2025-07-01,7.1,True,51.3,0,False,False,False,Screened,Failed Assessment,,4467.14
APP-100566,CAND-970044,Engineering,Senior Software Engineer,Mid,LinkedIn,APAC,Diploma,Male,F. Antwi,2024-04-17,4.8,False,,0,False,False,False,Applied,Rejected at Screening,,5339.23
APP-101234,CAND-475434,Sales,Sales Development Rep,Mid,Company Website,EMEA,Bachelor's,Female,F. Antwi,2024-11-25,2.2,True,67.6,3,False,False,False,Interview,Rejected at Interview,,764.26
APP-100695,CAND-266586,Customer Success,Customer Success Manager,Junior,Company Website,EMEA,Bachelor's,Female,B. Owusu,2025-09-23,1.5,False,,0,False,False,False,Applied,Rejected at Screening,,360.2
APP-100786,CAND-897867,Engineering,DevOps Engineer,Mid,Job Board,North America,Bachelor's,Female,E. Sarpong,2025-08-02,4.8,True,60.6,0,False,False,False,Assessment,Rejected at Assessment,,1294.77
APP-101581,CAND-1153269,Data & Analytics,Data Scientist,Mid,Company Website,Unknown,Master's,Male,B. Owusu,2024-12-04,4.0,True,81.2,2,False,False,False,Interview,Rejected at Interview,,856.9
APP-101340,CAND-831045,Engineering,Software Engineer,Mid,Company Website,North America,Master's,Male,C. Adjei,2025-10-13,6.3,False,,0,False,False,False,Applied,Rejected at Screening,,892.76
APP-100288,CAND-403689,Data & Analytics,Data Scientist,Mid,LinkedIn,EMEA,Bachelor's,Female,B. Owusu,2025-07-18,7.5,False,,0,False,False,False,Applied,Rejected at Screening,,3444.73
APP-100309,CAND-689597,Engineering,Engineering Manager,Senior,Company Website,EMEA,PhD,Male,E. Sarpong,2025-08-25,10.8,False,,0,False,False,False,Applied,Rejected at Screening,,288.1
APP-101293,CAND-465497,Finance,Accountant,Mid,LinkedIn,EMEA,Bachelor's,Male,B. Owusu,2024-12-01,3.6,True,84.5,1,False,False,False,Interview,Rejected at Interview,,3112.39
APP-100125,CAND-360781,Engineering,Senior Software Engineer,Junior,University/Campus,North America,Bachelor's,Male,D. Boateng,2024-09-24,0.0,False,,0,False,False,False,Applied,Rejected at Screening,,3089.96
APP-100364,CAND-607924,Sales,Solutions Consultant,Mid,Job Board,EMEA,Bachelor's,Male,F. Antwi,2024-03-09,4.6,False,,0,False,False,False,Applied,Rejected at Screening,,2681.28
APP-101066,CAND-369745,Customer Success,Support Specialist,Senior,Recruitment Agency,North America,Master's,Female,E. Sarpong,2025-04-12,12.6,True,68.3,3,False,False,False,Interview,Rejected at Interview,,2220.23
APP-100283,CAND-816849,Marketing,Growth Marketer,Mid,Job Board,North America,Bachelor's,Female,B. Owusu,2024-05-18,2.6,True,66.0,0,False,False,False,Assessment,Rejected at Assessment,,2189.11
APP-101434,CAND-497508,Finance,Accountant,Mid,Company Website,North America,Bachelor's,Male,A. Mensah,2025-09-21,0.4,False,,0,False,False,False,Applied,Rejected at Screening,,635.95
APP-100605,CAND-1186196,Customer Success,Support Specialist,Lead,LinkedIn,North America,Bachelor's,Female,B. Owusu,2024-01-15,12.4,True,65.9,3,False,False,False,Interview,Rejected at Interview,,3462.19
APP-100998,CAND-1168267,Customer Success,Customer Success Manager,Junior,Job Board,North America,Bachelor's,Male,B. Owusu,2024-12-07,0.0,True,39.6,0,False,False,False,Screened,Failed Assessment,,2027.34
APP-100876,CAND-992379,Engineering,Engineering Manager,Mid,Job Board,North America,Bachelor's,Female,A. Mensah,2025-08-19,3.0,False,,0,False,False,False,Applied,Rejected at Screening,,2605.45
APP-100078,CAND-1094292,Sales,Account Executive,Senior,Job Board,LATAM,Bachelor's,Male,B. Owusu,2024-07-21,11.8,False,,0,False,False,False,Applied,Rejected at Screening,,1900.99
APP-101329,CAND-267180,Engineering,Senior Software Engineer,Senior,University/Campus,North America,Master's,Male,D. Boateng,2025-09-02,9.5,True,72.8,0,False,False,False,Assessment,Rejected at Assessment,,3236.95
APP-100501,CAND-624364,Marketing,Content Strategist,Mid,Recruitment Agency,Unknown,Bachelor's,Undisclosed,C. Adjei,2025-04-01,5.7,True,48.9,0,False,False,False,Screened,Failed Assessment,,5160.46
APP-101462,CAND-1104180,Finance,Accountant,Junior,LinkedIn,North America,Bachelor's,Female,E. Sarpong,2025-07-08,3.7,True,81.2,0,False,False,False,Assessment,Rejected at Assessment,,2831.99
APP-101712,CAND-437562,Finance,Accountant,Mid,Company Website,APAC,Master's,Male,A. Mensah,2024-09-30,0.7,True,72.3,0,False,False,False,Assessment,Rejected at Assessment,,594.67
APP-100985,CAND-315786,People & Culture,Recruiter,Junior,Employee Referral,EMEA,Bachelor's,Male,C. Adjei,2024-11-01,0.0,True,64.1,3,True,True,True,Hired,,53.0,740.26
APP-100527,CAND-617415,Engineering,Software Engineer,Mid,Company Website,EMEA,Master's,Non-binary,A. Mensah,2024-02-10,1.8,True,57.8,0,False,False,False,Screened,Failed Assessment,,708.21
APP-100221,CAND-669132,Marketing,Marketing Specialist,Mid,LinkedIn,North America,Bachelor's,Female,B. Owusu,2024-06-20,3.6,False,,0,False,False,False,Applied,Rejected at Screening,,2896.83
APP-101311,CAND-899669,Engineering,Engineering Manager,Junior,Job Board,EMEA,Master's,Female,D. Boateng,2024-03-31,0.0,False,,0,False,False,False,Applied,Rejected at Screening,,2842.09
APP-101513,CAND-282245,Customer Success,Onboarding Specialist,Mid,Company Website,EMEA,Bachelor's,Female,F. Antwi,2025-05-17,4.4,False,,0,False,False,False,Applied,Rejected at Screening,,264.22
APP-100588,CAND-1097729,Finance,Accountant,Mid,University/Campus,North America,Master's,Female,A. Mensah,2024-08-15,4.2,True,62.1,1,True,True,True,Hired,,42.0,1362.5
APP-101133,CAND-288279,Marketing,Marketing Specialist,Junior,Recruitment Agency,EMEA,Bachelor's,Undisclosed,E. Sarpong,2025-01-01,0.6,False,,0,False,False,False,Applied,Rejected at Screening,,5100.78
APP-100499,CAND-780228,Marketing,Marketing Specialist,Mid,Job Board,Unknown,Bachelor's,Male,E. Sarpong,2025-08-21,1.5,True,62.2,2,True,True,True,Hired,,43.0,2200.25
APP-100988,CAND-942644,Engineering,Engineering Manager,Junior,Job Board,LATAM,Master's,Female,D. Boateng,2025-10-29,1.0,True,55.8,0,False,False,False,Screened,Failed Assessment,,4142.32
APP-101655,CAND-985521,Engineering,Senior Software Engineer,Junior,Job Board,North America,Bachelor's,Male,A. Mensah,2024-02-24,0.0,False,,0,False,False,False,Applied,Rejected at Screening,,4314.44
APP-100281,CAND-691395,Marketing,Content Strategist,Mid,University/Campus,LATAM,Bachelor's,Male,C. Adjei,2025-06-14,10.3,True,65.3,0,False,False,False,Assessment,Rejected at Assessment,,1032.08
APP-100494,CAND-818585,Sales,Account Executive,Mid,Employee Referral,Unknown,Bachelor's,Female,B. Owusu,2024-07-19,1.3,True,61.3,2,True,True,True,Hired,,49.0,1097.41
APP-100435,CAND-1166475,Customer Success,Customer Success Manager,Junior,LinkedIn,North America,Master's,Undisclosed,C. Adjei,2024-11-25,0.0,True,65.2,1,False,False,False,Interview,Rejected at Interview,,2451.77
APP-100797,CAND-606116,Sales,Solutions Consultant,Lead,Employee Referral,EMEA,Diploma,Female,B. Owusu,2025-09-21,9.2,True,44.0,0,False,False,False,Screened,Failed Assessment,,1054.49
APP-100798,CAND-320447,Marketing,Growth Marketer,Junior,LinkedIn,North America,Master's,Female,C. Adjei,2025-01-27,0.2,True,77.1,0,False,False,False,Assessment,Rejected at Assessment,,2410.11
APP-100037,CAND-446284,Engineering,DevOps Engineer,Junior,LinkedIn,EMEA,Bachelor's,Male,C. Adjei,2025-01-14,0.6,False,,0,False,False,False,Applied,Rejected at Screening,,5091.61
APP-100706,CAND-1113249,Finance,Financial Analyst,Mid,Job Board,North America,Master's,Female,B. Owusu,2024-03-11,4.1,True,56.5,0,False,False,False,Screened,Failed Assessment,,2887.68
APP-101206,CAND-345262,Marketing,Marketing Specialist,Mid,Employee Referral,EMEA,Bachelor's,Male,B. Owusu,2024-05-19,7.4,True,61.4,0,False,False,False,Assessment,Rejected at Assessment,,1246.15
APP-101475,CAND-888779,Engineering,Engineering Manager,Junior,Employee Referral,APAC,Bachelor's,Female,A. Mensah,2025-10-14,4.5,True,72.6,3,True,False,False,Offer,Offer Declined,,714.68
APP-100488,CAND-570486,Finance,Accountant,Junior,LinkedIn,APAC,Bachelor's,Female,A. Mensah,2024-10-13,1.8,False,,0,False,False,False,Applied,Rejected at Screening,,3879.21
APP-101428,CAND-1065652,Finance,FP&A Manager,Senior,Job Board,EMEA,Bachelor's,Female,F. Antwi,2024-09-30,8.3,False,,0,False,False,False,Applied,Rejected at Screening,,2910.83
APP-101035,CAND-567063,Sales,Sales Manager,Lead,Job Board,North America,Bachelor's,Female,E. Sarpong,2024-11-19,14.2,True,55.1,0,False,False,False,Screened,Failed Assessment,,1937.8
APP-100646,CAND-792627,Engineering,Engineering Manager,Senior,LinkedIn,EMEA,Bachelor's,Female,F. Antwi,2025-07-02,8.3,True,62.6,2,True,True,True,Hired,,50.0,3907.93
APP-100105,CAND-722084,People & Culture,Recruiter,Mid,LinkedIn,North America,High School,Male,C. Adjei,2025-10-27,9.6,False,,0,False,False,False,Applied,Rejected at Screening,,3179.47
APP-101197,CAND-862700,Marketing,Content Strategist,Senior,Company Website,Unknown,High School,Male,A. Mensah,2025-06-10,8.9,False,,0,False,False,False,Applied,Rejected at Screening,,558.86
APP-100733,CAND-1014328,Engineering,QA Engineer,Junior,Job Board,EMEA,High School,Undisclosed,E. Sarpong,2024-08-11,0.0,True,41.6,0,False,False,False,Screened,Failed Assessment,,2978.81
APP-101460,CAND-769330,Marketing,Content Strategist,Junior,Job Board,EMEA,Master's,Male,A. Mensah,2025-07-15,4.6,False,,0,False,False,False,Applied,Rejected at Screening,,702.48
APP-100975,CAND-612768,Finance,Accountant,Mid,Recruitment Agency,North America,Bachelor's,Female,A. Mensah,2025-06-28,3.6,False,,0,False,False,False,Applied,Rejected at Screening,,6182.03
APP-100384,CAND-1192935,People & Culture,Recruiter,Mid,Job Board,EMEA,Diploma,Male,A. Mensah,2025-08-12,8.7,True,55.9,0,False,False,False,Screened,Failed Assessment,,2114.33
APP-100161,CAND-868770,People & Culture,People Ops Specialist,Mid,Job Board,APAC,Bachelor's,Male,C. Adjei,2024-03-04,7.9,True,50.3,0,False,False,False,Screened,Failed Assessment,,2306.81
APP-101131,CAND-664337,Marketing,Content Strategist,Senior,LinkedIn,EMEA,Bachelor's,Male,C. Adjei,2025-05-06,9.6,True,42.8,0,False,False,False,Screened,Failed Assessment,,1942.85
APP-101319,CAND-971253,Engineering,Software Engineer,Senior,Company Website,North America,Bachelor's,Male,D. Boateng,2024-12-03,8.1,True,54.8,0,False,False,False,Screened,Failed Assessment,,1114.01
APP-100489,CAND-851384,Customer Success,Customer Success Manager,Mid,Employee Referral,APAC,Bachelor's,Male,C. Adjei,2024-06-25,10.2,False,,0,False,False,False,Applied,Rejected at Screening,,819.8
APP-101010,CAND-1075983,Sales,Solutions Consultant,Mid,Company Website,LATAM,Bachelor's,Male,E. Sarpong,2025-01-01,2.8,True,38.4,0,False,False,False,Screened,Failed Assessment,,256.41
APP-100477,CAND-204324,Finance,FP&A Manager,Mid,University/Campus,EMEA,Diploma,Female,C. Adjei,2025-08-29,5.7,True,71.1,3,False,False,False,Interview,Rejected at Interview,,2298.71
